POINT(13.3903737 52.50750749908788)
POINT(13.4512104 52.50755119908789)
POINT(13.530086299999999 52.502122499088024)
POINT(13.3566353 52.486822499088525)
POINT(13.5693002 52.53681669908706)
POINT(13.5758126 52.536306499087075)
POINT(13.344630299999999 52.4578924990895)
POINT(13.3186121 52.53031079908724)
POINT(13.330626599999999 52.50659469908789)
POINT(13.442503999999998 52.4751171990889)
POINT(13.4419715 52.51769129908758)
POINT(13.526600499999999 52.49927019908814)
POINT(13.3688189 52.51835679908758)
POINT(13.422968599999999 52.499730999088115)
POINT(13.420943999999999 52.49221139908835)
POINT(13.2894689 52.458846299089466)
POINT(13.413786 52.502672399088034)
POINT(13.319279999999997 52.50184599908807)
POINT(13.400539599999998 52.517264299087586)
POINT(13.3747784 52.50833039908786)
POINT(13.378434 52.50878839908784)
POINT(13.575379999999997 52.44413999909)
POINT(13.350201 52.51015669908781)
POINT(13.3224408 52.48436509908861)
POINT(13.3485062 52.54596799908682)
POINT(13.2067237 52.53768589908703)
POINT(13.3597341 52.49786359908816)
POINT(13.301643 52.63580779908503)
POINT(13.2889441 52.45835649908948)
POINT(13.1639949 52.46306939908932)
POINT(13.427890100000003 52.541805299086924)
POINT(13.424806599999998 52.487091899088526)
POINT(13.318459299999999 52.50803979908786)
POINT(13.473904 52.52752369908732)
POINT(13.401995999999999 52.530144999087234)
POINT(13.473936999999998 52.52749369908732)
POINT(13.3070724 52.44701869908989)
POINT(13.407740199999997 52.52296879908743)
POINT(13.593003299999998 52.53429869908712)
POINT(13.402275800000002 52.52431179908741)
POINT(13.471836899999998 52.5279198990873)
POINT(13.3409952 52.54176829908695)
POINT(13.368090399999998 52.50560719908795)
POINT(13.3948088 52.51827059908757)
POINT(13.387916399999998 52.5243118990874)
POINT(13.396861 52.513204699087716)
POINT(13.273899499999999 52.57689609908608)
POINT(13.341851899999998 52.474407299088945)
POINT(13.404607699999998 52.51705039908761)
POINT(13.4719374 52.486141699088535)
POINT(13.6245661 52.52979249908725)
POINT(13.368314699999999 52.5072477990879)
POINT(13.4723423 52.52924609908726)
POINT(13.416231499999999 52.54756539908678)
POINT(13.3951496 52.53257149908718)
POINT(13.426579399999998 52.52803709908731)
POINT(13.328862800000001 52.50521059908796)
POINT(13.3986401 52.51778039908757)
POINT(13.3984095 52.517766999087556)
POINT(13.361509699999997 52.51671679908761)
POINT(13.3814348 52.50574689908794)
POINT(13.328801499999999 52.48662159908854)
POINT(13.4014435 52.51415539908768)
POINT(13.3418793 52.473955299088935)
POINT(13.2376594 52.51449429908767)
POINT(13.339523999999999 52.5421369990869)
POINT(13.359034199999998 52.51696319908761)
POINT(13.259259399999998 52.50886249908785)
POINT(13.4021173 52.52199529908746)
POINT(13.3976836 52.52065289908751)
POINT(13.4133041 52.559178199086496)
POINT(13.381969899999998 52.48965159908843)
POINT(13.5562646 52.54675889908682)
POINT(13.364724800000001 52.51605179908765)
POINT(13.308371699999999 52.52018249908752)
POINT(13.5317335 52.461555299089376)
POINT(13.3617052 52.516653999087644)
POINT(13.582519999999999 52.417671999091034)
POINT(13.277614599999998 52.4905943990884)
POINT(13.623573699999998 52.529900399087246)
POINT(13.3650627 52.553594299086626)
POINT(13.4060339 52.516872499087604)
POINT(13.37351 52.50960319908783)
POINT(13.397032599999998 52.5176989990876)
POINT(13.3792937 52.50901249908784)
POINT(13.5557033 52.55307399908665)
POINT(13.398580599999999 52.52010859908751)
POINT(13.3866571 52.54773229908679)
POINT(13.264906799999999 52.59357699908574)
POINT(13.407706999999998 52.517103699087606)
POINT(13.194247899999999 52.43060649909051)
POINT(13.443775599999999 52.50115659908807)
POINT(13.242056399999997 52.5134501990877)
POINT(13.3592154 52.51693319908761)
POINT(13.3610439 52.60232999908558)
POINT(13.3615677 52.51649839908762)
POINT(13.379283799999998 52.52611609908736)
POINT(13.402287699999999 52.521734999087464)
POINT(13.3133425 52.49013629908842)
POINT(13.609378899999998 52.53609959908708)
POINT(13.3250315 52.4693007990891)
POINT(13.5740024 52.44553969908997)
POINT(13.4447148 52.45514949908959)
POINT(13.336691599999998 52.50483339908798)
POINT(13.379771299999998 52.50936639908783)
POINT(13.359429899999999 52.51697549908761)
POINT(13.406376899999998 52.57639869908611)
POINT(13.250744499999998 52.50973819908782)
POINT(13.3525944 52.54346229908688)
POINT(13.5561836 52.546716499086806)
POINT(13.426682099999999 52.52803259908728)
POINT(13.314756399999998 52.49056819908839)
POINT(13.5578447 52.5107438990878)
POINT(13.486853899999998 52.54827889908676)
POINT(13.4591012 52.529626999087235)
POINT(13.406599299999998 52.524297999087395)
POINT(13.4036342 52.53451499908713)
POINT(13.371831 52.48056829908872)
POINT(13.359518099999999 52.51705179908762)
POINT(13.3757286 52.472787999089)
POINT(13.4150733 52.51392799908768)
POINT(13.4605718 52.474501599088946)
POINT(13.3913957 52.50879179908787)
POINT(13.4492187 52.473426399088964)
POINT(13.4123477 52.52760769908732)
POINT(13.3822143 52.50487079908795)
POINT(13.4164298 52.49723419908819)
POINT(13.3798678 52.480703599088734)
POINT(13.294924 52.51876559908756)
POINT(13.4268436 52.52784739908732)
POINT(13.3712505 52.52910249908727)
POINT(13.442986299999998 52.50068079908809)
POINT(13.248242199999998 52.50236849908805)
POINT(13.3741754 52.52348689908742)
POINT(13.4068228 52.57475969908615)
POINT(13.4505454 52.54034639908698)
POINT(13.3978292 52.503613599088006)
POINT(13.4151943 52.4334835990904)
POINT(13.401520199999998 52.52005439908752)
POINT(13.5649261 52.47094659908905)
POINT(13.503411 52.44352869909003)
POINT(13.5024494 52.44350239909003)
POINT(13.4573212 52.49390759908829)
POINT(13.3612717 52.48161729908868)
POINT(13.371112499999999 52.54428079908687)
POINT(13.433016199999999 52.53485299908713)
POINT(13.3473198 52.539369499086995)
POINT(13.3486216 52.51326729908773)
POINT(13.412626499999998 52.50608169908792)
POINT(13.475702399999998 52.475792499088875)
POINT(13.318870599999999 52.50616629908793)
POINT(13.4734829 52.438748699090226)
POINT(13.383606999999998 52.532341899087164)
POINT(13.4451359 52.539995899086975)
POINT(13.524945799999998 52.49802909908817)
POINT(13.3416184 52.50773089908787)
POINT(13.3297156 52.50717589908789)
POINT(13.369616999999998 52.51497379908765)
POINT(13.3945275 52.576155799086116)
POINT(13.529571299999999 52.50000649908809)
POINT(13.486471099999997 52.548988199086736)
POINT(13.284147099999998 52.49211199908835)
POINT(13.431645799999998 52.55201669908668)
POINT(13.405634999999998 52.487021799088524)
POINT(13.4015289 52.50123649908809)
POINT(13.2138542 52.541218399086944)
POINT(13.620038799999998 52.44781259908987)
POINT(13.4790258 52.514509399087686)
POINT(13.4357058 52.486503899088554)
POINT(13.549769699999999 52.46268049908934)
POINT(13.2739945 52.588668499085856)
POINT(13.368450200000002 52.4204027990909)
POINT(13.4198213 52.51236219908775)
POINT(13.416126699999998 52.544827599086844)
POINT(13.336372499999998 52.44866429908984)
POINT(13.2685131 52.5074257990879)
POINT(13.292956299999998 52.4606000990894)
POINT(13.377405299999998 52.55544199908658)
POINT(13.541453399999998 52.464714499089254)
POINT(13.429188199999999 52.43021499909052)
POINT(13.2937343 52.491378699088365)
POINT(13.4121529 52.50587939908792)
POINT(13.516834099999999 52.4575555990895)
POINT(13.289594599999997 52.50503059908795)
POINT(13.4727556 52.52814229908729)
POINT(13.46523 52.491779999088365)
POINT(13.4696455 52.49035269908842)
POINT(13.4340648 52.42833649909058)
POINT(13.3397587 52.543260899086896)
POINT(13.2863134 52.58630679908591)
POINT(13.4182215 52.50060179908808)
POINT(13.412515099999998 52.4903182990884)
POINT(13.377308399999999 52.524469699087405)
POINT(13.3283485 52.53462929908712)
POINT(13.4711728 52.53072299908723)
POINT(13.5796598 52.44428839909001)
POINT(13.427752599999998 52.43028449909053)
POINT(13.5740569 52.4465579990899)
POINT(13.52038 52.45568739908959)
POINT(13.478124099999999 52.5137369990877)
POINT(13.203066099999997 52.54022719908697)
POINT(13.3090427 52.502741899088)
POINT(13.165222399999998 52.42876769909058)
POINT(13.324480199999998 52.4971114990882)
POINT(13.473904699999999 52.51409249908768)
POINT(13.385034099999999 52.547458799086805)
POINT(13.5300944 52.50255799908803)
POINT(13.323004 52.513237299087706)
POINT(13.480451999999998 52.47615359908888)
POINT(13.164987199999999 52.43388399909038)
POINT(13.508875999999999 52.45182329908972)
POINT(13.3663036 52.57556949908612)
POINT(13.2941775 52.52037539908753)
POINT(13.419138299999998 52.55983929908648)
POINT(13.238076100000002 52.44231949909008)
POINT(13.3269512 52.51257529908772)
POINT(13.3508104 52.5423370990869)
POINT(13.5272371 52.49938879908813)
POINT(13.0977315 52.40330009909161)
POINT(13.3863294 52.515311699087626)
POINT(13.4484701 52.508404699087855)
POINT(13.363020299999999 52.52848069908727)
POINT(13.52768 52.46750119908917)
POINT(13.506348 52.44774069908988)
POINT(13.1625869 52.46019119908943)
POINT(13.2959708 52.50582529908792)
POINT(13.4811773 52.47560339908889)
POINT(13.495617200000002 52.503864999088)
POINT(13.5385238 52.457285099089525)
POINT(13.3387354 52.54191269908693)
POINT(13.3605268 52.49839039908815)
POINT(13.48811 52.47423999908895)
POINT(13.391710399999997 52.50663119908789)
POINT(13.3975159 52.515888399087636)
POINT(13.3954892 52.51714959908761)
POINT(13.093899 52.40448399909156)
POINT(13.3644883 52.511568199087755)
POINT(13.3985929 52.52060309908751)
POINT(13.0975792 52.41163029909126)
POINT(13.3846272 52.51174889908775)
POINT(13.4267687 52.52794409908731)
POINT(13.247433 52.447816699089856)
POINT(13.346330199999999 52.511597199087745)
POINT(13.538586799999997 52.45698919908955)
POINT(13.4230842 52.43900279909019)
POINT(13.3996618 52.510573299087774)
POINT(13.278086 52.50500689908796)
POINT(13.409484399999998 52.551922399086685)
POINT(13.0928174 52.40549209909152)
POINT(13.391925199999998 52.549975199086724)
POINT(13.409137199999998 52.54409219908687)
POINT(13.355449599999998 52.49340219908831)
POINT(13.432264199999999 52.47001179908908)
POINT(13.4884906 52.54182809908692)
POINT(13.4399053 52.53326939908716)
POINT(13.413479299999999 52.572103899086194)
POINT(13.402228 52.56941309908626)
POINT(13.403388 52.53765299908703)
POINT(13.479651 52.50278809908802)
POINT(13.36739 52.50533979908794)
POINT(13.3593582 52.504414099087974)
POINT(13.3269119 52.50067249908808)
POINT(13.325985499999998 52.50206069908805)
POINT(13.326934200000002 52.500865499088086)
POINT(13.405691199999998 52.51321559908774)
POINT(13.431539599999999 52.5008609990881)
POINT(13.397188099999997 52.527004499087326)
POINT(13.3888443 52.52678929908732)
POINT(13.3218877 52.4879527990885)
POINT(13.327274199999998 52.49806439908815)
POINT(13.4516001 52.4971629990882)
POINT(13.3253002 52.503953299087975)
POINT(13.350510599999998 52.506696399087915)
POINT(13.4428239 52.49874199908815)
POINT(13.328046299999999 52.45458719908961)
POINT(13.352329599999997 52.486504399088524)
POINT(13.434821199999998 52.53730639908704)
POINT(13.147896499999998 52.52298389908742)
POINT(13.4366053 52.471189499089036)
POINT(13.452712499999999 52.51644079908762)
POINT(13.478110399999998 52.502685899088014)
POINT(13.3717977 52.54440639908686)
POINT(13.3227384 52.4971247990882)
POINT(13.289626599999998 52.633991699085065)
POINT(13.3652994 52.50218689908805)
POINT(13.353904 52.49005969908844)
POINT(13.409609099999999 52.503833099088)
POINT(13.4057226 52.50940169908781)
POINT(13.3270023 52.501399999088065)
POINT(13.447752 52.51697449908761)
POINT(13.384518399999997 52.49726519908818)
POINT(13.4090758 52.54638369908679)
POINT(13.388961299999998 52.51487039908767)
POINT(13.319964699999998 52.50722729908789)
POINT(13.397353599999999 52.493940499088296)
POINT(13.3283478 52.52904509908726)
POINT(13.145929199999998 52.41652059909108)
POINT(13.411787699999998 52.52612509908735)
POINT(13.391054199999997 52.527143599087324)
POINT(13.397919299999998 52.506247899087924)
POINT(13.4401793 52.47770269908883)
POINT(13.4903974 52.50482679908796)
POINT(13.2965108 52.50883309908784)
POINT(13.316799899999998 52.50436879908796)
POINT(13.524568099999998 52.459473499089455)
POINT(13.395899299999998 52.526728899087345)
POINT(13.31319 52.494538799088275)
POINT(13.3539354 52.489760999088425)
POINT(13.420563899999998 52.544346099086866)
POINT(13.3037675 52.51717969908759)
POINT(13.385230499999999 52.49796829908817)
POINT(13.396231200000003 52.529258799087266)
POINT(13.4254363 52.53775269908702)
POINT(13.3961905 52.52679869908731)
POINT(13.305352999999998 52.51487689908766)
POINT(13.3136309 52.50313449908802)
POINT(13.4204361 52.503195499088)
POINT(13.402485899999999 52.51437339908768)
POINT(13.361362899999998 52.494808899088284)
POINT(13.372420499999999 52.50655709908792)
POINT(13.3898033 52.517437699087594)
POINT(13.397946199999998 52.50630339908792)
POINT(13.445293099999999 52.473492799088966)
POINT(13.353105199999998 52.49899679908813)
POINT(13.3933373 52.50486259908797)
POINT(13.495511699999998 52.63320849908506)
POINT(13.574047299999998 52.53748299908703)
POINT(13.482887699999997 52.466323099089195)
POINT(13.400184599999998 52.49470669908827)
POINT(13.396686500000001 52.569616999086264)
POINT(13.3957468 52.51657589908762)
POINT(13.5729737 52.44231699909007)
POINT(13.3124001 52.489455299088455)
POINT(13.362985799999999 52.50760509908788)
POINT(13.5795484 52.45537729908959)
POINT(13.412565200000001 52.51438359908768)
POINT(13.715152300000002 52.43118139909048)
POINT(13.5070963 52.45238239908969)
POINT(13.59545 52.439589999090174)
POINT(13.3797516 52.52630209908735)
POINT(13.261859199999998 52.5465288990868)
POINT(13.396867099999998 52.5073341990879)
POINT(13.3995087 52.520475399087495)
POINT(13.395368499999998 52.51714309908761)
POINT(13.4287615 52.48293429908865)
POINT(13.627434599999999 52.44507699908996)
POINT(13.3152553 52.51192379908773)
POINT(13.4140606 52.43747909909026)
POINT(13.398691999999999 52.52614479908735)
POINT(13.517861399999997 52.45761769908951)
POINT(13.2862663 52.51920789908754)
POINT(13.339558799999999 52.54232869908691)
POINT(13.5278652 52.467908299089146)
POINT(13.3735594 52.51310289908771)
POINT(13.439939499999998 52.462973599089324)
POINT(13.5254062 52.402322799091664)
POINT(13.4333181 52.443839799090014)
POINT(13.4001013 52.58021359908602)
POINT(13.5286722 52.50424439908798)
POINT(13.3392782 52.50624589908792)
POINT(13.115593699999998 52.40129719909172)
POINT(13.3250802 52.50302759908803)
POINT(13.3749541 52.51204769908775)
POINT(13.304825699999999 52.503465199088005)
POINT(13.428946499999999 52.42817219909059)
POINT(13.429391099999998 52.42817979909061)
POINT(13.450762599999997 52.5769648990861)
POINT(13.3991493 52.51909839908754)
POINT(13.3328196 52.47154349908902)
POINT(13.325420799999998 52.51636629908763)
POINT(13.3510939 52.52409879908739)
POINT(13.4068889 52.56887659908627)
POINT(13.4265266 52.52793029908731)
POINT(13.2514328 52.51062429908779)
POINT(13.368474199999998 52.518630999087556)
POINT(13.167418899999998 52.5208252990875)
POINT(13.530824 52.48322539908864)
POINT(13.4746429 52.48948839908844)
POINT(13.581791499999998 52.556312799086584)
POINT(13.2747258 52.466199899089226)
POINT(13.249901899999998 52.50845329908786)
POINT(13.2733353 52.50914149908783)
POINT(13.4137139 52.43375549909039)
POINT(13.273266100000003 52.509057599087825)
POINT(13.4971441 52.600290099085626)
POINT(13.1797867 52.44835229908985)
POINT(13.427725699999998 52.42813839909062)
POINT(13.502570099999998 52.6256976990852)
POINT(13.393789299999998 52.56958199908625)
POINT(13.1079714 52.46583759908921)
POINT(13.3535915 52.5508665990867)
POINT(13.452208399999998 52.54975029908671)
POINT(13.3867337 52.55193539908668)
POINT(13.1817243 52.48493959908858)
POINT(13.349391 52.43142839909048)
POINT(13.372017499999998 52.52842669908729)
POINT(13.518589700000001 52.50969709908782)
POINT(13.339783499999998 52.51916159908754)
POINT(13.407991199999998 52.51636809908762)
POINT(13.171647099999998 52.519925399087526)
POINT(13.374355799999998 52.526210599087335)
POINT(13.426547 52.52800099908731)
POINT(13.426540299999997 52.52789289908731)
POINT(13.384392099999998 52.51166249908776)
POINT(13.3858339 52.51189439908777)
POINT(13.2829092 52.53536569908709)
POINT(13.4161347 52.432205399090456)
POINT(13.3530508 52.54568389908683)
POINT(13.346509 52.511547299087766)
POINT(13.4645632 52.51732179908758)
POINT(13.577060999999999 52.458626799089465)
POINT(13.4032861 52.510451999087785)
POINT(13.3683003 52.53010319908724)
POINT(13.357777699999998 52.49844769908814)
POINT(13.5051864 52.5351054990871)
POINT(13.4798721 52.66245509908468)
POINT(13.3936026 52.519318599087555)
POINT(13.319929699999998 52.47416499908895)
POINT(13.2810476 52.51293839908773)
POINT(13.2967436 52.518778199087535)
POINT(13.579096499999999 52.44536379908996)
POINT(13.495072999999998 52.417444999091046)
POINT(13.502228099999998 52.443451899090014)
POINT(13.2603049 52.435449599090326)
POINT(13.4144815 52.526901899087335)
POINT(13.440784799999998 52.54206199908693)
POINT(13.415875899999998 52.51082679908778)
POINT(13.3998533 52.532559599087165)
POINT(13.394857899999998 52.568929999086286)
POINT(13.413725699999999 52.513283099087715)
POINT(13.3936873 52.52213569908746)
POINT(13.3642087 52.50105039908808)
POINT(13.396908199999999 52.50734589908788)
POINT(13.3320045 52.50801909908786)
POINT(13.3642097 52.506300299087926)
POINT(13.4153741 52.51304949908772)
POINT(13.3979291 52.52057379908751)
POINT(13.352539400000001 52.50465749908798)
POINT(13.107700099999999 52.40007959909173)
POINT(13.3937304 52.51784769908758)
POINT(13.534408599999999 52.50804179908789)
POINT(13.3741258 52.50261989908804)
POINT(13.368680399999999 52.51827299908757)
POINT(13.18327 52.548058599086765)
POINT(13.368587999999999 52.51435119908768)
POINT(13.4115189 52.5135274990877)
POINT(13.177820099999998 52.438807999090216)
POINT(13.191703599999999 52.51198919908777)
POINT(13.4029806 52.569563899086255)
POINT(13.2984174 52.4975685990882)
POINT(13.579625399999998 52.5360723990871)
POINT(13.4100649 52.51423279908768)
POINT(13.367117000000002 52.50562539908793)
POINT(13.5269397 52.45724159908954)
POINT(13.392429200000002 52.51428899908769)
POINT(13.117215599999998 52.40001899909175)
POINT(13.572059999999999 52.44240999909007)
POINT(13.3517562 52.50446479908797)
POINT(13.4012274 52.517031599087595)
POINT(13.309923599999998 52.599230999085655)
POINT(13.3987254 52.52108909908749)
POINT(13.4073111 52.4308156990905)
POINT(13.395251199999999 52.52800879908729)
POINT(13.3263436 52.505588099087944)
POINT(13.566235000000002 52.44829239908984)
POINT(13.340335299999998 52.50612029908793)
POINT(13.131848099999997 52.39712789909188)
POINT(13.295119399999999 52.52646129908735)
POINT(13.321440399999998 52.51737399908759)
POINT(13.406913899999997 52.52150569908749)
POINT(13.317087599999999 52.50123179908807)
POINT(13.3912329 52.526901199087305)
POINT(13.351853899999998 52.48006679908873)
POINT(13.367841299999998 52.50735669908789)
POINT(13.473943699999998 52.527597899087326)
POINT(13.423512599999999 52.4281247990906)
POINT(13.4078914 52.57852819908606)
POINT(13.452216299999998 52.518837899087565)
POINT(13.482667499999998 52.48878699908844)
POINT(13.3970128 52.5314367990872)
POINT(13.342811099999999 52.51797189908757)
POINT(13.2975889 52.45578719908958)
POINT(13.398877099999998 52.517792099087586)
POINT(13.2615082 52.46736989908917)
POINT(13.4591793 52.55482079908661)
POINT(13.419680800000002 52.486042899088545)
POINT(13.384669699999998 52.511673099087766)
POINT(13.391895999999997 52.52730119908731)
POINT(13.3686067 52.55256959908665)
POINT(13.3150553 52.50475379908796)
POINT(13.3962017 52.56901739908626)
POINT(13.376373699999998 52.51379819908772)
POINT(13.3964194 52.526833999087316)
POINT(13.369270699999998 52.50706789908789)
POINT(13.3669177 52.50295909908803)
POINT(13.5277271 52.46759859908917)
POINT(13.3911183 52.440492999090125)
POINT(13.5262532 52.491816799088376)
POINT(13.456186499999998 52.51779789908756)
POINT(13.396259999999998 52.51126019908777)
POINT(13.531051799999998 52.49810639908816)
POINT(13.478826999999999 52.47724389908883)
POINT(13.7208069 52.43890049909022)
